,Unnamed: 0,word,English
107,107,können,can
108,108,sagen,say
109,109,werde,will
110,110,denn,because
111,111,Ist,is
112,112,Ein,One
113,113,Warum,Why
114,114,einer,one
115,115,gehen,go
116,116,sehen,see
117,117,sehr,very
118,118,geht,going
119,119,alle,all
120,120,über,above
121,121,müssen,have to
122,122,diese,these
123,123,einfach,easy
124,124,euch,to you
125,125,des,of
126,126,nie,never
127,127,Also,So
128,128,Wo,Where
129,129,los,Come on
130,130,Zeit,time
131,131,Ihnen,them
132,132,gibt,gives
133,133,wirklich,really
134,134,Hey,Hey
135,135,Danke,Thank you
136,136,deine,yours
137,137,würde,would
138,138,soll,should
139,139,Da,There
140,140,hatte,would have
141,141,Hier,Here
142,142,wissen,knowledge
143,143,bitte,You're welcome
144,144,viel,much
145,145,Dann,Then
146,146,So,So
147,147,gesagt,told
148,148,Ihr,your
149,149,am,at the
150,150,kein,no
151,151,Komm,come over
152,152,Wer,who
153,153,zurück,back
154,154,wurde,has been
155,155,In,In
156,156,wollte,wanted
157,157,Frau,Mrs
158,158,Leben,Life
159,159,wäre,would
160,160,wo,Where
161,161,damit,in order to
162,162,Nicht,Not
163,163,Gott,God
164,164,Leute,People
165,165,kannst,can
166,166,heute,today
167,167,meinen,say
168,168,dieser,this
169,169,dein,your
170,170,kommt,coming
171,171,kommen,come
172,172,willst,want
173,173,Na,N / A
174,174,wollen,want
175,175,sicher,for sure
176,176,ganz,all
177,177,Jetzt,Now
178,178,Mein,My
179,179,Mr,mr
180,180,also,so
181,181,zur,to
182,182,Hast,Have
183,183,Gut,Well
184,184,hätte,would have
185,185,weil,because
186,186,tut,does
187,187,Hallo,Hello
188,188,Okay,OK
189,189,macht,power
190,190,waren,were
191,191,bis,to
192,192,Vielleicht,Perhaps
193,193,könnte,could
194,194,Eine,A
195,195,Bitte,You're welcome
196,196,weg,path
197,197,seine,his
198,199,Vater,father
199,200,gesehen,seen
200,201,Nun,Now
201,202,gerade,straight
202,203,Alles,Everything
203,204,glaube,faith
204,205,Tag,Day
205,206,ab,from
206,207,Geld,money
207,208,gemacht,made
208,209,nein,No
209,210,Sir,Sir
210,211,sollte,should
211,212,sagte,said
212,213,keinen,no
213,214,durch,by
214,215,zwei,two
215,216,diesen,this
216,217,passiert,happens
217,218,wohl,well
218,219,vielleicht,perhaps
219,220,ihre,your
220,221,Mutter,mother
221,222,reden,talk
222,223,anderen,other
223,224,dachte,thought
224,225,daß,that
225,226,möchte,would like to
226,227,wirst,will
227,228,gehört,heard
228,229,weißt,know
229,230,Keine,No
230,231,raus,Out
231,232,Meine,My
232,233,paar,pair
233,234,besser,better
234,235,ob,if
235,236,her,here
236,237,musst,must
237,238,Ordnung,order
238,239,meiner,mine
239,240,klar,clear
240,241,ihnen,them
241,242,Los,Come on
242,243,diesem,this
243,244,meinem,my
244,245,lange,Long
245,246,Lass,let
246,247,dieses,this
247,248,helfen,help
248,249,unsere,our
249,250,Weg,path
250,251,selbst,even
251,252,Nur,Just
252,253,finden,Find
253,254,Mal,Times
254,255,jemand,someone
255,256,denke,think
256,257,Ach,Oh
257,258,Nacht,night
258,259,genau,I agree
259,260,gar,at all
260,261,sagt,says
261,262,Welt,world
262,263,Auf,On
263,264,Mädchen,girl
264,265,ins,in the
265,266,hin,down
266,267,vom,from
267,268,schön,beautiful
268,269,warum,Why
269,270,weiter,continue
270,271,Leid,suffering
271,272,gleich,equal
272,273,wer,who
273,274,Man,you
274,275,ohne,without
275,276,Menschen,People
276,277,deinen,your
277,278,leid,suffering
278,279,Wieso,How so
279,280,dort,there
280,281,Als,As
281,282,Hause,home
282,283,sollten,should
283,284,davon,from that
284,285,zusammen,together
285,286,geben,give
286,287,Ok,OK
287,288,Hör,Listen
288,289,machst,doing
289,290,Freund,friend
290,291,richtig,correct
291,292,Angst,anxiety
292,293,Bist,are
293,294,Tut,does
294,295,Mit,With
295,296,viele,lots
296,297,sieht,looks
297,298,Haus,House
298,299,tot,dead
299,300,sollen,should
300,301,ganze,whole
301,302,andere,other
302,303,getan,done
303,304,okay,OK
304,305,rein,purely
305,306,Diese,These
306,307,Moment,moment
307,308,bleiben,stay
308,309,brauchen,need
309,310,Weil,Because
310,311,Kinder,children
311,312,unter,under
312,313,Arbeit,job
313,314,Für,For
314,315,Problem,problem
315,316,dafür,for this
316,317,Herr,Mr
317,318,Haben,To have
318,319,wegen,because of
319,320,geht's,it's
320,321,liebe,love
321,322,genug,enough
322,323,dabei,there
323,324,bringen,bring
324,325,Ihre,Your
325,326,ne,ne
326,327,gegen,against
327,328,Weißt,know
328,329,Sag,say
329,330,schnell,fast
330,331,nun,now
331,332,eines,one
332,333,brauche,need
333,334,Abend,Eve
334,335,hatten,had
335,336,Jahre,years
336,337,Mach,Mach
337,338,Bruder,Brothers
338,339,Sache,Thing
339,340,hören,Listen
340,341,komm,come over
341,342,Sohn,son
342,343,seit,since
343,344,Morgen,tomorrow
344,345,drei,three
345,346,steht,stands
346,347,Scheiße,crap
347,348,mag,like
348,349,sei,be
349,350,unser,our
350,351,konnte,could
351,352,habt,have
352,353,Oder,Or
353,354,einmal,once
354,355,heißt,is called
355,356,OK,OK
356,357,Willst,Want
357,358,Kopf,head
358,359,Hilfe,Help
359,360,Familie,family
360,361,Geh,go
361,362,Baby,infant
362,363,Dich,You
363,364,Sind,are
364,365,erst,first
365,366,fertig,finished
366,367,gefunden,found
367,368,seid,are
368,369,kam,came
369,370,nehmen,to take
370,371,morgen,tomorrow
371,372,sprechen,speak
372,373,Mir,Me
373,374,sofort,right away
374,375,Kann,can
375,376,Hat,Has
376,377,Jahren,years
377,378,Kind,child
378,379,seinen,his
379,380,Genau,I agree
380,381,daran,it
381,382,Junge,Boy
382,383,Minuten,minutes
383,384,bevor,before
384,385,Stadt,city
385,386,beim,at the
386,387,sterben,to die
387,388,warst,were
388,389,Recht,Law
389,390,glauben,believe
390,391,Warte,Wait
391,392,darüber,about that
392,393,deiner,yours
393,394,deinem,your
394,395,Ende,The End
395,396,He,He
396,397,Dinge,things
397,398,Namen,names
398,399,wahr,true
399,400,Alle,All
400,401,allein,alone
401,402,Natürlich,Naturally
402,403,töten,kill
403,404,Nichts,Nothing
404,405,Wirklich,Really
405,406,bekommen,to get
406,407,Männer,Men
407,408,vergessen,to forget
408,409,Doch,But
409,410,dazu,to
410,411,gab,gave
411,412,später,later
412,413,wusste,knew
413,414,Augen,eyes
414,415,Dank,thanks
415,416,Freunde,friends
416,417,Jungs,guys
417,418,halten,hold
418,419,warten,waiting
419,420,Glück,happiness
420,421,beide,both
421,422,gute,quality
422,423,Dein,Your
423,424,kennen,know
424,425,Deine,Yours
425,426,n,n
426,427,Hi,Hi
427,428,Dr,Dr
428,429,Auto,automobile
429,430,sage,legend
430,431,gehe,go
431,432,komme,get
432,433,Dir,to you
433,434,mache,make
434,435,Von,From
435,436,Uhr,Clock
436,437,sehe,see
437,438,Teufel,devil
438,439,sonst,otherwise
439,440,Art,kind
440,441,gern,gladly
441,442,Liebe,love
442,443,jeden,each
443,444,könnten,could
444,445,ihren,their
445,446,Halt,Stop
446,447,Fall,case
447,448,Dad,Dad
448,449,Film,Movie
449,450,bisschen,little
450,451,eigentlich,actually
451,452,weit,far
452,453,mach,mach
453,454,Gib,Give
454,455,vorbei,past
455,456,verstehe,understand
456,457,danke,Thank you
457,458,drin,in it
458,459,Im,in the
459,460,Name,Surname
460,461,ganzen,all
461,462,Musik,music
462,463,würden,would
463,464,Tür,door
464,465,verrückt,crazy
465,466,solltest,should
466,467,denken,think
467,468,Noch,Yet
468,469,dran,tuned
469,470,Sieh,Look
470,471,lieber,Dear
471,472,Den,The
472,473,leben,Life
473,474,Guten,good
474,475,Um,Around
475,476,darauf,thereon
476,477,Kein,No
477,478,stimmt,Right
478,479,Kerl,Guy
479,480,letzte,latest
480,481,Job,job
481,482,verloren,lost
482,483,wurden,were
483,484,kenne,know
484,485,Ahnung,idea
485,486,seiner,his
486,487,Grund,reason
487,488,toll,Great
488,489,Bis,To
489,490,Verdammt,Damn it
490,491,bald,soon
491,492,bereit,ready
492,493,all,Alles
493,494,jemanden,someone
494,495,hinter,Behind
495,496,Schon,Nice
496,497,Sehr,Very
497,498,Hand,hand
498,499,darf,may
499,500,Dieser,This
500,501,Frauen,women
501,502,Euch,To you
502,503,Idee,idea
503,504,runter,down
504,505,Macht,Power
505,506,draußen,outside
506,507,lang,long
507,508,Land,country
508,509,lass,let
509,510,Typ,Type
510,511,hätten,had
511,512,egal,no matter
512,513,arbeiten,work
513,514,spät,late
514,515,stehen,stand
515,516,ok,OK
516,517,Gute,Quality
517,518,gekommen,came
518,519,Bei,at
519,520,etwa,approximately
520,521,essen,eat
521,522,kleine,small
522,523,jeder,everyone
523,524,Schwester,sister
524,525,Wasser,water
525,526,spielen,play
526,527,Geschichte,history
527,528,seinem,his
528,529,liegt,lies
529,530,sah,saw
530,531,Mom,Mom
531,532,Seite,page
532,533,wenig,little
533,534,ruhig,calm
534,535,Frage,question
535,536,meinst,mean
536,537,überhaupt,at all
537,538,fahren,drive
538,539,Ganz,All
539,540,Gehen,Go
540,541,Essen,eat
541,542,Ruhe,Quiet
542,543,echt,real
543,544,versucht,tries
544,545,Tochter,daughter
545,546,Kommt,comes
546,547,Einen,a
547,548,ging,went
548,549,Jahr,year
549,550,braucht,need
550,551,fast,nearly
551,552,neue,new
552,553,geh,go
553,554,ziemlich,quite
554,555,anders,different
555,556,siehst,see
556,557,Polizei,police
557,558,Stunden,hours
558,559,musste,had to
559,560,Spiel,game
560,561,gewesen,been
561,562,gerne,with pleasure
562,563,finde,find
563,564,erzählt,tells
564,565,Tod,death
565,566,Ort,place
566,567,Chance,chance
567,568,bedeutet,means
568,569,War,was
569,570,sag,say
570,571,sagst,say
571,572,fragen,ask
572,573,letzten,last
573,574,sogar,even
574,575,ersten,first
575,576,Sachen,stuff
576,577,Wahrheit,truth
577,578,einzige,single
578,579,kurz,short
579,580,denen,to those
580,581,Kommen,Come
581,582,Spaß,fun
582,583,Nach,After
583,584,oben,above
584,585,Mama,mummy
585,586,schwer,heavy
586,587,Schule,school
587,588,je,ever
588,589,eben,just
589,590,Gesicht,face
590,591,bestimmt,certainly
591,592,treffen,to meet
592,593,niemand,nobody
593,594,Woche,week
594,595,Entschuldigung,Sorry
595,596,Sorgen,To care
596,597,warte,wait
597,598,natürlich,Naturally
598,599,schlecht,bad
599,600,große,size
600,601,getötet,killed
601,602,verstehen,understand
602,603,hoffe,hope
603,604,Ah,Ah
604,605,Sei,Be
605,606,Zimmer,room
606,607,hoch,high
607,608,unserer,our
608,609,Tage,days
609,610,Teil,part
610,611,Wann,When
611,612,suchen,search
612,613,verlassen,leave
613,614,zeigen,demonstrate
614,615,wollten,wanted to
615,616,lässt,leaves
616,617,Wort,word
617,618,eins,one
618,619,zwischen,between
619,620,Woher,From where
620,621,Schatz,sweetheart
621,622,Wissen,Knowledge
622,623,versuchen,to attempt
623,624,Können,Can
624,625,Kannst,Can
625,626,nett,kind
626,627,Zu,To
627,628,kriegen,Obtain
628,629,Geht,going
629,630,Arsch,ass
630,631,kleinen,small
631,632,Hab,hab
632,633,weiss,White
633,634,erste,first
634,635,läuft,running
635,636,kommst,coming
636,637,Freundin,girlfriend
637,638,Mensch,human
638,639,beiden,both
639,640,Ding,thing
640,641,niemals,No way
641,642,endlich,Finally
642,643,Nimm,take
643,644,muß,got to
644,645,gehst,going
645,646,Heute,today
646,647,denkst,think
647,648,Herz,heart
648,649,Waffe,weapon
649,650,Soll,Should
650,651,tust,do
651,652,Dollar,dollar
652,653,nehme,take
653,654,Schau,show
654,655,holen,to fetch
655,656,oft,often
656,657,drauf,it
657,658,anderes,other
658,659,Niemand,Nobody
659,660,unten,below
660,661,Wagen,dare
661,662,Yeah,yeah
662,663,Schön,Nice
663,664,wichtig,important
664,665,Mrs,mrs
665,666,hättest,had
666,667,allen,all
667,668,Miss,Miss
668,669,ihrer,of their
669,670,gedacht,thought
670,671,Nummer,number
671,672,würdest,would
672,673,erzählen,tell
673,674,bleibt,remains
674,675,Auch,Also
675,676,Hände,hands
676,677,Blut,blood
677,678,Sehen,See
678,679,bloß,just
679,680,recht,Law
680,681,bringt,brings
681,682,Bett,bed
682,683,Lassen,To let
683,684,Eltern,parents
684,685,gefällt,like
685,686,Schuld,fault
686,687,eure,your
687,688,Plan,plan
688,689,Krieg,war
689,690,neuen,new
690,691,Klar,Clear
691,692,retten,rescue
692,693,guter,goods
693,694,während,while
694,695,ihrem,their
695,696,wären,would
696,697,Fehler,error
697,698,scheint,seems
698,699,Lasst,Leaves
699,700,gegeben,given
700,701,An,At
701,702,hör,hear
702,703,glücklich,happy
703,704,verdammt,damned
704,705,alt,old
705,706,Platz,space
706,707,darum,therefore
707,708,Vielen,a lot of
708,709,falsch,not correct
709,710,unseren,our
710,711,schlafen,sleep
711,712,Sagen,Say
712,713,nächsten,next
713,714,fünf,five
714,715,frei,free
715,716,Sorge,worry
716,717,Vor,In front
717,718,fest,firmly
718,719,bereits,already
719,720,alleine,alone
720,721,Denn,Because
721,722,Zwei,Two
722,723,Fragen,ask
723,724,möglich,possible
724,725,irgendwie,somehow
725,726,Papa,father
726,727,lernen,learn
727,728,gestern,yesterday
728,729,hierher,here
729,730,Schiff,ship
730,731,vier,four
731,732,irgendwas,anything
732,733,Stimmt,Right
733,734,Menge,quantity
734,735,keiner,none
735,736,brauchst,need
736,737,Typen,types
737,738,Dass,That
738,739,Stunde,hour
739,740,Szene,scene
740,741,Hölle,hell
741,742,einige,some
742,743,Deshalb,That's why
743,744,geworden,become
744,745,Telefon,phone
745,746,Darf,May
746,747,Feuer,Fire
747,748,Wollen,Want
748,749,Bin,am
749,750,Alter,Age
750,751,Captain,Captain
751,752,Aus,Out
752,753,Dieses,This
753,754,Probleme,issues
754,755,Jeder,Everyone
755,756,verstanden,Understood
756,757,wann,when
757,758,alten,old
758,759,gibt's,there's
759,760,sondern,rather
760,761,guten,good
761,762,zwar,though
762,763,eigenen,own
763,764,New,New
764,765,Körper,body
765,766,hört,hears
766,767,Zum,To the
767,768,gebe,give
768,769,Kumpel,Dude
769,770,Hund,dog
770,771,nochmal,once again
771,772,hab's,got it
772,773,früh,early
773,774,Hören,Listen
774,775,trinken,drink
775,776,besten,best
776,777,meines,mine
777,778,schaffen,create
778,779,alte,old
779,780,Luft,air
780,781,Jemand,Someone
781,782,dürfen,allowed to
782,783,Meister,master
783,784,Erde,earth
784,785,Seit,since
785,786,Sicher,For sure
786,787,Hört,hear
787,788,Zukunft,future
788,789,kaum,barely
789,790,funktioniert,works
790,791,voll,full
791,792,Bleib,Stay
792,793,reicht,enough
793,794,weh,sore
794,795,stellen,put
795,796,Siehst,See
796,797,kleiner,smaller
797,798,großen,huge
798,799,Waffen,weapons
799,800,Büro,office
800,801,Wahl,choice
801,802,verlieren,to lose
802,803,Wochen,weeks
803,804,Damit,In order to
804,805,Stück,piece
805,806,lieben,love
806,807,allem,all
807,808,getroffen,met
808,809,äh,um
809,810,Am,At the
810,811,geschafft,made
811,812,tue,do
812,813,gefallen,like
813,814,Tja,Well
814,815,Boss,boss
815,816,überall,all over
816,817,Sieht,looks
817,818,passieren,happen
818,819,lustig,funny
819,820,Licht,light
820,821,gebracht,brought
821,822,nennen,call
822,823,Folge,episode
823,824,Gefühl,feeling
824,825,völlig,completely
825,826,denkt,thinks
826,827,Schlüssel,key
827,828,drüben,over there
828,829,Richtig,Correct
829,830,wieso,how so
830,831,Leuten,people
831,832,Buch,book
832,833,laufen,to run
833,834,spielt,plays
834,835,früher,earlier
835,836,Sein,His
836,837,krank,ill
837,838,gegangen,went
838,839,fand,found
839,840,Seine,His
840,841,Pass,passport
841,842,fühle,feel
842,843,Himmel,sky
843,844,froh,glad
844,845,leicht,light
845,846,direkt,directly
846,847,langsam,slowly
847,848,wolltest,wanted
848,849,erinnern,recall
849,850,zuerst,first
850,851,Krankenhaus,hospital
851,852,Viel,Much
852,853,beste,best
853,854,welche,Which
854,855,genommen,took
855,856,Arzt,doctor
856,857,unserem,our
857,858,Idiot,idiot
858,859,Machen,Do
859,860,glaubst,think
860,861,jede,each
861,862,Ohne,Without
862,863,groß,large
863,864,hattest,had
864,865,Äh,um
865,866,Jungen,Boys
866,867,Rest,rest
867,868,Unsere,Our
868,869,versuche,tries
869,870,Tagen,meet
870,871,nächste,next
871,872,Entschuldigen,To apologize
872,873,Doktor,doctor
873,874,spricht,speaks
874,875,könnt,can
875,876,hält,keeps
876,877,Team,team
877,878,Verstanden,Understood
878,879,kämpfen,fight
879,880,heiraten,marry
880,881,könntest,could
881,882,Wow,Wow
882,883,Etwas,Something
883,884,Straße,road
884,885,Mist,Damn
885,886,König,king
886,887,redest,talking about
887,888,kleines,small
888,889,lebt,lives
889,890,erklären,to explain
890,891,worden,been
891,892,Millionen,millions
892,893,Wiedersehen,meet again
893,894,Onkel,uncle
894,895,kennst,know
895,896,sitzen,sit
896,897,dies,this
897,898,weniger,fewer
898,899,Kaffee,coffee
899,900,ernst,serious
900,901,wollt,want
901,902,tragen,wear
902,903,Zeug,stuff
903,904,trotzdem,Nevertheless
904,905,Ihren,Their
905,906,kaufen,to buy
906,907,Liste,list
907,908,ändern,to change
908,909,Kampf,struggle
909,910,hasse,hate
910,911,Person,person
911,912,Mund,mouth
912,913,umbringen,kill
913,914,Präsident,president
914,915,Boden,ground
915,916,Wohin,Where
916,917,machte,made
917,918,Party,party
918,919,gefragt,asked
919,920,Seht,Look
920,921,irgendwo,somewhere
921,922,kümmern,To take care of
922,923,kennt,knows
923,924,verletzt,injured
924,925,Habt,Have
925,926,Nachricht,message
926,927,Willkommen,welcome
927,928,vielen,a lot of
928,929,hart,hard
929,930,lasse,leave
930,931,total,total
931,932,Gefängnis,jail
932,933,außer,except
933,934,Sicherheit,security
934,935,Schnell,Fast
935,936,wem,whom
936,937,ehrlich,honest
937,938,interessiert,Interested
938,939,Sex,sex
939,940,sagten,said
940,941,ziehen,pull
941,942,Welche,Which
942,943,Unser,Our
943,944,Augenblick,moment
944,945,angerufen,called
945,946,aufhören,stop
946,947,Klasse,great
947,948,Bild,image
948,949,stark,strongly
949,950,Dies,This
950,951,Eure,Your
951,952,zehn,ten
952,953,Sinn,sense
953,954,vorstellen,imagine
954,955,Traum,dream
955,956,länger,longer
956,957,manchmal,sometimes
957,958,anrufen,call
958,959,sechs,six
959,960,Arschloch,asshole
960,961,sollst,shalt
961,962,gestorben,died
962,963,Tages,day
963,964,war's,was it
964,965,verschwinden,disappear
965,966,Kraft,force
966,967,gesprochen,spoken
967,968,heraus,out
968,969,genauso,just like that
969,970,wärst,'d
970,971,Eins,one
971,972,damals,back then
972,973,heißen,be called
973,974,Liebling,Darling
974,975,wahrscheinlich,probably
975,976,deshalb,that's why
976,977,Stelle,Job
977,978,halt,stop
978,979,erwartet,expected
979,980,solche,such
980,981,bringe,bring
981,982,still,quiet
982,983,umgebracht,killed
983,984,Stimme,voice
984,985,General,general
985,986,Geben,Give
986,987,Entschuldige,Excuse me
987,988,Vergiss,forget
988,989,rede,speech
989,990,führen,to lead
990,991,Bewegung,Move
991,992,höre,hear
992,993,Sonst,Otherwise
993,994,Geschäft,business
994,995,werdet,will
995,996,konnten,could
996,997,wartet,waiting
997,998,Raus,Out
